Grade,Topic,Sub-topic,Challenge Type,Problem,Student Mistake Prompt,Student Mistake Prompt
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify 1/4 of a pizza if the pizza is cut into 8 equal slices.,Student counts the slices instead of recognizing that 1/4 means taking 2 out of the 8 slices.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify 1/4 of a pizza when 3/4 is already eaten.,Student believes they need to add the fractions instead of identifying the remaining part of the whole.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What fraction of a pizza is 2 slices if the pizza is cut into 8 equal slices?,Student thinks 2 out of 8 means you have 2 whole pizzas instead of simplifying it to 1/4.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What is 1/2 of 8?,Student thinks of 1/2 as a whole number and adds instead of multiplying.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify the fraction represented by 3 out of 4 parts shaded in a square.,Student incorrectly thinks that 3 out of 4 means 3 whole squares.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What is 1/4 of 8?,Student thinks 1/4 means to add 1 and 4 instead of finding a part of a whole.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify the fraction that represents 3 out of 4 parts of a pizza.,Student incorrectly states that 3 out of 4 is a whole number instead of a fraction.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What is 1/2 of 8?,Student believes that finding half means subtracting 1 from 8 instead of dividing it.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify what fraction of a pizza is left if 3/8 of it has been eaten.,Student thinks that subtracting the fraction eaten (3/8) directly from the whole (1) means finding a common denominator instead of realizing it's 1 - 3/8.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify the fraction that represents 3 out of 4 equal parts of a pizza.,Student thinks the answer is 1/4 instead of 3/4.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify the fraction that represents 3 out of 4 parts of a whole.,"Student writes 3/4 as a whole number 3, not recognizing it as a fraction.",
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify the fraction of a pizza left if 1/4 of it is eaten from a whole pizza.,"Student thinks that if 1/4 is eaten, then 3/4 is left without considering the visual representation of the pizza.",
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify 1/2 of a pizza that is cut into 4 equal slices.,Student thinks 1/2 means taking away two slices instead of keeping them.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What fraction of a pizza is left if 2 out of 8 slices are eaten?,"Student thinks that 2 out of 8 means the same as 2/8 of a whole, not considering the remaining slices.",
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What is 1/2 of a pizza if the whole pizza is cut into 4 equal slices?,Student answers that 1/2 of the pizza is 2 slices without understanding that it should be expressed as 2 out of 4.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What is 1/2 of 4?,Student thinks 1/2 means to subtract 1 from 4 instead of finding half of it.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify 1/4 of a pizza divided into 8 equal slices,Student believes that 1/4 means taking 4 slices instead of dividing the pizza into equal parts.,
K3,Numbers and Operations,fractions as parts of a whole,Procedural,What is 1/2 of a pizza that is cut into 8 slices?,Student adds the slices together instead of calculating the fraction of the pizza.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify the fraction represented by 3 shaded parts out of 8 in a circle.,Student thinks the answer is 8/3 instead of 3/8.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What fraction of a pizza is represented by 3 out of 8 slices?,"Student thinks the answer is just 3, without understanding it needs to be written as a fraction.",
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What fraction of a pizza is left if you eat 1/4 of it?,Student thinks the answer is 3/4 but counts slices instead of understanding parts of a whole.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify the fraction represented by 3 shaded parts out of 5 total parts,Student believes the fraction should be written as 3/5 but marks it as 3/1 instead.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What fraction is shaded if 3 out of 8 parts are colored in a shape?,Student thinks the answer is 3 instead of the correct fraction 3/8.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,Identify the fraction represented by 3 out of 4 equal parts of a whole.,"Student incorrectly states that the fraction is 1/4, not recognizing that it represents 3 parts.",
K3,Numbers and Operations,fractions as parts of a whole,Procedural,What is 1/2 of 8?,Student thinks they need to add the fractions instead of finding the equivalent part.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What fraction of a pizza is left if you eat 1/4 of it?,Student thinks the answer is 3/4 but doesn't understand that they need to subtract fractions correctly.,
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What fraction of a pizza is left if 1/4 has been eaten from 1 whole pizza?,Student thinks the answer is 3/4 of the whole pizza instead of recognizing that it remains as a part of the whole.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 times 3?,Student answers by adding 2 and 3 instead of multiplying.,
K3,Numbers and Operations,introduction to multiplication,Procedural,Count how many groups of 2 are in 6 by drawing,Student draws 6 single dots instead of grouping them into pairs.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 times 3?,Student adds the numbers instead of multiplying.,
K3,Numbers and Operations,introduction to multiplication,Procedural,Count 3 groups of 4 apples to find the total.,Student miscounts the total apples by saying there are 10 apples instead of 12.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 times 5?,Student adds 2 and 5 instead of multiplying.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 times 5?,Student adds 2 and 5 instead of multiplying them.,
K3,Numbers and Operations,introduction to multiplication,Conceptual,What is 2 times 3?,Student thinks multiplication means to add the numbers instead of combining them.,
K3,Numbers and Operations,introduction to multiplication,Conceptual,What is 2 times 3?,Student thinks multiplication means adding the numbers instead of multiplying.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 times 5?,Student adds 2 and 5 instead of multiplying.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 times 3?,Student adds the numbers instead of multiplying.,
K3,Numbers and Operations,introduction to multiplication,Procedural,Count and write the total number of apples when there are 3 baskets with 4 apples each.,"Student counts the apples in each basket separately and adds the numbers incorrectly, saying there are 6 apples instead of 12.",
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 multiplied by 5?,Student adds 2 and 5 instead of multiplying.,
K3,Numbers and Operations,introduction to multiplication,Conceptual,What is 2 times 3?,Student thinks multiplication is the same as addition and answers 2 + 3 instead.,
K3,Numbers and Operations,introduction to multiplication,Conceptual,How many groups of 2 are in 8?,Student thinks grouping means adding the numbers instead of counting groups.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 3 times 2?,Student adds the numbers instead of multiplying them.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 multiplied by 3?,Student adds the numbers instead of multiplying them.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 3 times 5?,Student thinks multiplication means to add the first number five times and writes 3 + 3 + 3 + 3 + 3.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 times 3?,Student thinks multiplication means to add the numbers instead of multiplying them.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 times 3?,Student adds 2 and 3 instead of multiplying.,
K3,Numbers and Operations,introduction to multiplication,Procedural,What is 2 times 3?,Student adds 2 and 3 instead of multiplying them.,
K3,Numbers and Operations,introduction to multiplication,Conceptual,What is 2 multiplied by 5?,Student adds instead of multiplying.,
