Grade,Topic,Sub-topic,Challenge Type,Student Mistake Prompt,Problem
K5,Measurement,convert measurements between different types of units (metric and customary),Conversion error,A student needs to convert 3 feet to meters. Given 1 foot is approximately 0.3048 meters.,The student mistakenly multiplies 3 feet by 0.3048 instead of dividing. The correct conversion is 3 feet * 0.3048 (m/ft) = 0.9144 meters.
K5,Measurement,convert measurements between different types of units (metric and customary),Converting between metric and customary units,Convert 2 feet to centimeters.,Student incorrectly multiplies by 100 instead of using the conversion factor of 30.48.
K5,Measurement,convert measurements between different types of units (metric and customary),Conversion error,Convert 2 feet to centimeters.,"Student mistakenly multiplied by 100 instead of 30.48 (1 foot = 30.48 cm), resulting in an incorrect answer."
K5,Measurement,convert measurements between different types of units (metric and customary),Converting metric and customary units,Convert 2 meters to feet.,"Student mistakenly thinks that 1 meter is equal to 3 feet, so they incorrectly calculate that 2 meters is equal to 6 feet."
K5,Measurement,convert measurements between different types of units (metric and customary),Converting between metric and customary units,Convert 2 kilometers to feet.,"I know that 1 kilometer is equal to 1000 feet, so if 2 kilometers is 2000 feet."
K5,Measurement,convert measurements between different types of units (metric and customary),Converting measurements between metric and customary units,Convert 2 feet to centimeters.,Students often incorrectly multiply by 100 instead of using the conversion factor of 1 foot = 30.48 centimeters.
K5,Measurement,convert measurements between different types of units (metric and customary),Converting between metric and customary units,Convert 500 grams to pounds.,Student incorrectly multiplied by the conversion factor from kilograms to pounds instead of the conversion factor from grams to pounds.
K5,Measurement,convert measurements between different types of units (metric and customary),Converting Metric and Customary Units,"Amy is planning a trip to Europe and she needs to pack clothes for the trip. She wants to convert her suitcase capacity from liters to gallons. If her suitcase can hold 30 liters of clothes, how many gallons can it hold? (1 gallon = 3.78541 liters)",'I multiplied by 3.78541 liters instead of dividing by it to convert from liters to gallons.'
K5,Measurement,convert measurements between different types of units (metric and customary),Conversion between metric and customary units,Convert 1 kilometer to feet.,"I know that 1 kilometer is 1000 meters, but I forgot to convert meters to feet. So, I just multiplied 1 kilometer by 3 to get 3 feet."
K5,Measurement,convert measurements between different types of units (metric and customary),Converting units of measurement,Convert 3 feet to inches.,"The student mistakenly multiplies 3 by 12 instead of using the conversion factor, which is 1 foot is equal to 12 inches. So, the student ends up with 3 feet being 36 inches instead of the correct answer of 36 inches."
K5,Measurement,convert measurements between different types of units (metric and customary),Unit conversion,Convert 24 inches to feet.,The student mistakenly multiplied by 12 (the number of inches in a foot) instead of dividing by 12. They got the answer 288 feet instead of the correct answer 2 feet.
K5,Measurement,convert measurements between different types of units (metric and customary),Converting between metric and customary units,Convert 2 feet to centimeters.,Students often forget to multiply by the conversion factor of 30.48 to get the correct answer of 60.96 cm.
K5,Measurement,convert measurements between different types of units (metric and customary),Converting units of measurement,Convert 30 centimeters to inches.,"The student incorrectly converted centimeters to feet instead of inches, resulting in the wrong answer."
K5,Measurement,convert measurements between different types of units (metric and customary),Misunderstanding conversion factors,Convert 2.5 kilometers to miles.,"Student incorrectly multiplied by 1.6 instead of dividing by 1.6, resulting in the incorrect answer of 4 miles."
K5,Measurement,convert measurements between different types of units (metric and customary),Converting between metric and customary units,Convert 2 feet to centimeters.,"The student mistakenly multiplied 2 feet by 100 to get 200 centimeters, instead of remembering to convert feet to inches first by multiplying by 12."
K5,Measurement,convert measurements between different types of units (metric and customary),Converting between metric and customary units,How many centimeters are in 1 foot?,Students often forget to convert 1 foot to inches before converting to centimeters. They would incorrectly assume that 1 foot equals 100 centimeters without considering the conversion factor of 1 foot = 12 inches.
K5,Measurement,convert measurements between different types of units (metric and customary),Converting Metric to Customary Units,Convert 2 kilometers to miles.,"Many students mistakenly think that 1 kilometer is equal to 1 mile, leading them to incorrectly convert kilometers to miles by simply changing the unit label without the proper conversion factor."
K5,Measurement,convert measurements between different types of units (metric and customary),Converting between metric and customary units,Convert 2.5 kilometers to feet.,Student mistakenly used the conversion factor for miles to feet instead of kilometers to feet.
K5,Measurement,convert measurements between different types of units (metric and customary),Conversion between Metric and Customary Units,Convert 2 feet to meters,"I know that 1 foot is 12 inches, so 2 feet must be 24 inches. Then I can convert 24 inches to meters."
K5,Measurement,convert measurements between different types of units (metric and customary),Converting between metric and customary units,Convert 2 meters to feet.,"Students often forget that 1 meter is approximately 3.28 feet, and mistakenly multiply by 12 instead of using the correct conversion factor."
K5,Measurement,convert measurements between different types of units (metric and customary),Converting between metric and customary units,Convert 2 feet to meters.,"Student forgets to multiply by the conversion factor or uses the incorrect conversion factor. Remember, 1 foot is equal to 0.3048 meters."
K5,Measurement,convert measurements between different types of units (metric and customary),Metric to Customary Conversion,Convert 2 kilometers to miles.,"Many students mistakenly use the conversion factor of 1 mile = 1.6 kilometers instead of the correct conversion factor of 1 mile = 1.60934 kilometers, leading to an inaccurate answer."
K5,Measurement,convert measurements between different types of units (metric and customary),Conversion between metric and customary units,Convert 2 feet to centimeters,"The student mistakenly multiplied 2 by 2.54 (the conversion factor from inches to centimeters) instead of converting feet to inches first, which resulted in the incorrect answer of 5.08cm instead of the correct answer of 60.96cm."
