Grade,Topic,Sub-topic,Challenge Type,Problem,Student Mistake Prompt
K3,Numbers and Operations,fractions as parts of a whole,Numbers and Operations,"If a recipe uses 1/2 cup of sugar and you want to make 3/4 of the recipe, how much sugar do you use?",Not multiplying the amount of sugar by 3/4.
K3,Numbers and Operations,fractions as parts of a whole,Numbers and Operations,"If you use 2/3 of a cup to make a smoothie, how much do you have left if you started with 3/3 cup?",Mixing up the concept of part-whole with the part-part relationship.
K3,Numbers and Operations,fractions as parts of a whole,Numbers and Operations,Simplify 4/12 to its lowest terms.,Misidentifying the lowest common factor.
K3,Numbers and Operations,fractions as parts of a whole,Conceptual,What does 1/2 mean when it's used in a recipe for cookies?,Assuming it means half a cookie instead of a portion of the total
K3,Numbers and Operations,fractions as parts of a whole,Conceptual Error,"If you shade 1/2 of a shape, what does it show?",Confusing it with 2 parts out of 3 as being 1/2.
K3,Numbers and Operations,fractions as parts of a whole,Numbers and Operations,What is 3/8 of 24?,Multiplying instead of dividing.
K3,Numbers and Operations,fractions as parts of a whole,Numbers and Operations,"If 1/3 of a pizza is left over and you eat 1/2 of that, how much do you eat?",Student subtracts instead of multiplying fractions.
K3,Numbers and Operations,fractions as parts of a whole,Visual Fraction Representation,Reading a fraction from a pie chart as 1/3 instead of 2/6,Student incorrectly reads equal parts as different fractions
K3,Numbers and Operations,fractions as parts of a whole,Visual Fraction Representation,"Using a pie chart, shade in 4/8 of the circle.",Student shades 1/4 instead of 4/8.
K3,Numbers and Operations,fractions as parts of a whole,Numbers and Operations: Fractions,Add 1/3 and 1/4.,Confusing between adding and multiplying fractions.
K3,Numbers and Operations,fractions as parts of a whole,Conceptual Error,"If you divide a cake into 2 equal parts, what fraction is each part?","The cake is split into halves, but the student says it's thirds."
K3,Numbers and Operations,fractions as parts of a whole,Numbers and Operations,"If you eat 1/4 of a pizza every day for four days, what fraction have you eaten in total?",student might think the answer is 4/4 instead of 1 whole pizza.
K3,Numbers and Operations,fractions as parts of a whole,Fractions: Parts of a Whole,"If you ate 3/8 of a pizza, how much is left?",Assuming the fraction represents the number of pizzas eaten.
K3,Numbers and Operations,fractions as parts of a whole,Numbers and Operations,You have 3/4 of a cake. You eat 1/2 of what you have. How much cake did you eat?,student's mistake
K3,Numbers and Operations,fractions as parts of a whole,Numbers and Operations,"If you shade 2/5 of the shape, what fraction is not shaded?",Student may add 2 and 5 instead of subtracting.
K3,Numbers and Operations,introduction to multiplication,Introduction to Multiplication,What is 15 divided by 5?,Adding instead of dividing.
K3,Numbers and Operations,introduction to multiplication,Conceptual,What is 2 x 0?,"2 x 0 equals 2 because whenever we add 0 to something, it becomes itself."
K3,Numbers and Operations,introduction to multiplication,Introduction to Multiplication,What is 0 multiplied by 5?,<student's mistake>
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations-Multiplication,What is the total when 4 equal groups are combined if each group has 3 items?,<student> counts the groups instead of items
K3,Numbers and Operations,introduction to multiplication,Conceptual Error,What is the product of 3 and 0?,Thinking that 3 x 0 equals 3.
K3,Numbers and Operations,introduction to multiplication,Procedural Error,What is 3x the number 4?,Adding instead of multiplying: 3 + 4 = 7.
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations - Multiplication,What is 7 times 8?,Ignoring the commutative property.
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations: Multiplication,Multiply: 127 * 3,Misreading the operation as addition and finding the sum
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations: Multiplication,"If one apple costs $1 and you buy 5 apples, what is the total cost?",<student's mistake>
K3,Numbers and Operations,introduction to multiplication,Introduction to Multiplication,"If there are 3 groups with 4 apples each, how many apples in total?",Ignoring multiplication and adding the groups instead.
K3,Numbers and Operations,introduction to multiplication,Procedural Error,0 x 4,Not recognizing that anything multiplied by 0 is 0
K3,Numbers and Operations,introduction to multiplication,Memory Recall,8 x 7,Using addition instead of multiplication
K3,Numbers and Operations,introduction to multiplication,Multiplication Error,0 * 9,Thinking the answer is 9 instead of 0 because 9 times nothing is nothing.
K3,Numbers and Operations,introduction to multiplication,Conceptual Error,"If 3 people share 15 candies equally, how many candies does each get?","Assuming multiplication is additive, and adding 3 + 15 to get 18."
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations - Multiplication,Multiply 4 by 3.,Misunderstanding the concept of multiplication.
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations: Multiplication,"If each box contains 4 apples, how many apples are there if there are 3 boxes?",Student multiplies 4 by 3 instead of 3 by 4.
K3,Numbers and Operations,introduction to multiplication,Conceptual Error,Group 3 pairs of socks into equal groups.,Dividing 3 by 2 instead of grouping.
K3,Numbers and Operations,introduction to multiplication,Conceptual Error,What is the product of 0 and 4?,Zero is the same as nothing so 0x4 is also nothing.
K3,Numbers and Operations,introduction to multiplication,Conceptual,What is 0 times 4?,<0>
K3,Numbers and Operations,introduction to multiplication,Language Barrier,5 + 3 x 2,Adding before multiplying due to incorrect order of operations
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations: Multiplication,What is the product of 9 and 3?,Ignoring the larger number and immediately writing down 27.
K3,Numbers and Operations,introduction to multiplication,Conceptual,What is 2 times longer than this line?,Thinking it refers to adding 2 to a number
K3,Numbers and Operations,introduction to multiplication,Multiplication Conceptual Error,"If a book costs $5 and you buy 3, how do you find the total cost?",Assuming you need to multiply
K3,Numbers and Operations,introduction to multiplication,General Conceptual Error,3 + 3 + 3 as a multiplication problem,Confusion between addition and multiplication
K3,Numbers and Operations,introduction to multiplication,Symbolic Representation,2 + 2 + 2 as 3 x 2,Student confusing addition with multiplication
K3,Numbers and Operations,introduction to multiplication,Conceptual Error,Summarize the difference between addition and multiplication.,Using multiplication to combine numbers without understanding the operations.
K3,Numbers and Operations,introduction to multiplication,Multiplication Conceptual Error,"If 3 boxes contain 5 books each, how many books in all?",Calculating 5 + 5 instead of 3 * 5
K3,Numbers and Operations,introduction to multiplication,Multiplication Conceptual Error,"If 2 * 3 = 3 * 2, then what is 3 * 2?",Assuming commutative property means any order is correct.
K3,Numbers and Operations,introduction to multiplication,Introducing Multiplication,"If each ice cream costs $2 and you buy 3, how much money do you spend?",Stating the total number of ice creams instead of the cost.
K3,Numbers and Operations,introduction to multiplication,Introduction to Multiplication in Numbers and Operations,"If a box contains 5 packets of candies and each packet has 8 candies, how many candies are there in total?",Error in understanding total number of objects when packets are multiplied.
K3,Numbers and Operations,introduction to multiplication,Procedural Error,What is the total of 4 groups of 3?,Adding 4 to itself 3 times instead of multiplying 4 and 3.
K3,Numbers and Operations,introduction to multiplication,Multiplication as repeated addition,Multiply 3 by 4 using repeated addition.,Assuming multiplication is always adding the same number.
K3,Numbers and Operations,introduction to multiplication,Conceptual Error,Using multiplication to solve 11 + 2,Mistaking multiplication symbol for addition
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations: Multiplication,"Identify the multiplication problem in the sequence: (3, 6, 9, 12,...)",Student confuses sequence for multiplication
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations,"If 3 groups of 4 equals 12, what does 3 x 4 equal?",Student confuses combined total with multiplication.
K3,Numbers and Operations,introduction to multiplication,Inverse Relationship,"If 2 x 3 = 6, what is 6 ÷ 3?",Dividing without considering the relationship to multiplication.
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations: Multiplication,Calculate the total number of oranges in 3 boxes with 5 oranges in each.,Thinking 3 + 5 = 8 rather than 3 x 5 = 15.
K3,Numbers and Operations,introduction to multiplication,Conceptual,What does 3 x 4 mean?,Thinking it is addition: 3 + 4 = 7
K3,Numbers and Operations,introduction to multiplication,Application,"If you buy 5 packs of pencils for $2 each, how much do you spend?",Student adds instead of multiplying.
K3,Numbers and Operations,introduction to multiplication,Symbolic Representation,4 x (2 + 1),Adding 2 + 1 before multiplying by 4
K3,Numbers and Operations,introduction to multiplication,Conceptual Error,What is 3 groups of 2?,Confusing with addition: 3 + 2 = 5
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations,"If a book costs $12 and you buy 3, what is the total cost?",Relying on addition instead of multiplication.
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations: Multiplication,Manually multiply 7 by 8 using the standard algorithm.,Writing the answer in reverse order.
K3,Numbers and Operations,introduction to multiplication,Numbers and Operations: Multiplication,What is 0 times 9?,<student's mistake>
K3,Numbers and Operations,introduction to multiplication,Repeated Addition,Find the total by adding 2 + 2 + 2 + 2.,Multiplying instead of adding
K3,Numbers and Operations,introduction to multiplication,Symbolic Representation,Write the word problem: Jake has 4 bags with 6 apples in each as a multiplication sentence.,Using addition instead of multiplication: 4 + 6 = 10.
K3,Numbers and Operations,introduction to multiplication,Multiplication: Introduction,What is the value of 5 x 0?,Misconception of the 'Zero Property of Multiplication'.
K3,Numbers and Operations,introduction to multiplication,Conceptual Error,Is 1 a prime number?,Thinking 1 is prime because it has no other factors.
K3,Numbers and Operations,introduction to multiplication,Multiplication Property Error,5 * (2 + 3),Thinking the answer is 5 * 2 + 3 = 13
K3,Numbers and Operations,introduction to multiplication,Conceptual Error,3 x 4,Counting in 3s instead of multiplying
K3,Numbers and Operations,introduction to multiplication,Procedural Error,3 x 4 = ???,Adding 3 and 4 instead of multiplying them.
K3,Numbers and Operations,introduction to multiplication,Language Barrier,Write the product of 4 and 3.,Not understanding 'product' means 'multiplication'.
K3,Numbers and Operations,introduction to multiplication,Memory Recall,What is 7 x 8?,Confusing the answer with 56 ÷ 8.
K3,Numbers and Operations,introduction to multiplication,Procedural,3 x 4 = ?,Counting 3 four times instead of adding 4 threes
K3,Numbers and Operations,introduction to multiplication,Conceptual Error,What is 3 x 2 equal to?,Counting in 2s instead of multiplying
K3,Numbers and Operations,introduction to multiplication,Procedural Error,3 + 3 + 3 as a multiplication problem,Misunderstanding repeated addition as multiplication
