Sample,Grade,Topic,Sub-topic,Challenge Type,Student Mistake
90,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student divides the numerator and denominator by different numbers, not understanding that equivalent fractions maintain the same proportional relationship"
91,K3,Numbers and Operations,fractions as parts of a whole,Fraction representation,Misinterpreting the entire shape as the denominator instead of understanding equal parts
92,K3,Numbers and Operations,fractions as parts of a whole,Fraction representation,"Draws unequal parts while attempting to represent a fraction, showing difficulty understanding that fraction parts must be equal in size"
93,K3,Numbers and Operations,fractions as parts of a whole,Fraction visualization,"The student draws the whole shape incorrectly divided, potentially showing unequal parts instead of equal parts when representing a fraction"
94,K3,Numbers and Operations,fractions as parts of a whole,Fraction comprehension,"Drawing unequal parts when asked to divide a shape into equal fractional segments, indicating difficulty understanding the concept of equal division"
95,K3,Numbers and Operations,fractions as parts of a whole,Fraction representation,Misinterpreting the concept of equal parts in a whole
96,K3,Numbers and Operations,fractions as parts of a whole,Fraction representation,"When asked to color 1/4 of a circle, the student might color four separate sections instead of understanding that 1/4 means one complete section out of four equal parts"
97,K3,Numbers and Operations,fractions as parts of a whole,Fraction interpretation,Misunderstanding part-whole relationship
98,K3,Numbers and Operations,fractions as parts of a whole,Fraction representation,Drawing an incorrect visual representation of a fractional part
99,K3,Numbers and Operations,fractions as parts of a whole,Fractional understanding,"The student confuses the visual representation of a fraction with the whole, drawing the fraction lines without understanding proportional division"
100,K3,Numbers and Operations,fractions as parts of a whole,Fraction representation,Drawing unequal parts when asked to represent a fraction of a whole shape
1,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"The student treats multiplication as repeated addition but inconsistently, adding instead of multiplying when encountering groups, or attempting to add numbers vertically instead of using multiplication arrays"
2,K3,Numbers and Operations,introduction to multiplication,Computational Error,"The student treats multiplication as repeated addition but adds the digits instead of multiplying, so for 4 × 3, they might calculate 4 + 3 = 7 instead of 4 × 3 = 12"
3,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"The student attempts to multiply numbers by adding them together, showing a limited understanding of multiplication as repeated addition"
4,K3,Numbers and Operations,introduction to multiplication,Computational Error,"The student adds the numbers instead of multiplying, treating 3 x 4 as 3 + 4 = 7 instead of 3 x 4 = 12"
5,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"The student attempts to multiply by adding the numbers repeatedly instead of using repeated groups, showing early stage multiplication comprehension"
6,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"The student adds objects instead of multiplying when shown a multiplication problem, demonstrating an early stage of numeric reasoning where repeated addition has not yet been fully translated to multiplication concepts."
7,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"The student thinks multiplication means adding the same number repeatedly without fully grasping the concept of groups or repeated addition, potentially drawing an incorrect visual representation or counting strategy that does not align with multiplication principles"
8,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"The student treats multiplication as repeated addition but adds individual digits instead of whole numbers, showing incomplete understanding of multiplication's core mechanism"
9,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"The student attempts to multiply by counting objects sequentially instead of understanding repeated addition, showing difficulty grasping multiplication as a more efficient way of adding equal groups."
10,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"When asked to solve 4 × 6, the student draws 4 groups of dots and counts each group's dots individually instead of recognizing multiplication as repeated addition, resulting in a laborious and time-consuming calculation method"
11,K3,Numbers and Operations,introduction to multiplication,Computational strategy,"The student adds the multiplied numbers instead of multiplying, showing early confusion between addition and multiplication processes"
12,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"The student interprets multiplication as repeated addition, but applies it incorrectly by adding digits sequentially instead of understanding groups or sets"
13,K3,Numbers and Operations,introduction to multiplication,Computational misunderstanding,The student adds the numbers instead of multiplying them when presented with a simple multiplication problem
14,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"Treating multiplication as repeated addition without fully grasping the concept of groups, potentially solving 4 × 3 by adding 4 three times instead of seeing it as 4 groups of 3"
